word,raw_word,length,writing_time,delay,log_prob
shelter,shelter,7,1.63,0.7719000000953674,-7.33203125
feeling.,feeling,8,2.942,1.3362000000476837,-14.2421875
The,The,3,0.243,0.20820000004768371,-0.0155029296875
view,view,4,0.396,0.2575,-6.44140625
is,is,2,0.268,0.1925,-0.0307769775390625
composed,composed,8,1.044,0.21420000004768372,-6.1015625
from,from,4,0.597,0.9141000001430512,-8.9296875
green,green,5,5.3,0.706,-1.86328125
and,and,3,0.282,0.21440000009536744,-0.037384033203125
brown,brown,5,0.931,0.36590000009536744,-3.966796875
as,as,2,0.253,0.619,-0.865234375
main,main,4,0.774,0.49359999990463255,-3.705078125
"colors,",colors,7,1.109,0.5127999999523163,-3.9375
the,the,3,0.307,0.3356999998092651,-0.315673828125
closer,closer,6,17.049,0.8080000002384187,-13.59375
trees,trees,5,0.892,1.8997999999523163,-9.2265625
combined,combined,8,2.763,0.4847000000476837,-4.31640625
with,with,4,0.466,0.1575,-0.00681304931640625
the,the,3,0.272,0.28919999980926514,-0.151123046875
mountains,mountains,9,1.09,0.19,-1.392578125
and,and,3,0.282,0.23390000009536743,-0.0298309326171875
rocks,rocks,5,0.519,0.18120000004768372,-5.58203125
in,in,2,0.221,0.21839999985694886,-0.0155029296875
the,the,3,0.31,0.2352999999523163,-0.002925872802734375
distance,distance,8,0.718,0.3500999999046326,-1.05859375
create,create,6,0.795,0.15170000004768372,-1.6650390625
a,a,1,0.1,6.505400000095367,-0.0058441162109375
beautiful,beautiful,9,9.697,0.5296000001430512,-0.296142578125
picture,picture,7,1.112,3.239200000047684,-3.974609375
that,that,4,4.727,0.7887000000476838,-0.1544189453125
can,can,3,1.0105,0,-2.673828125
not,not,3,1.0105,0.5975999999046325,-2.27734375
be,be,2,0.387,0.5565,-5.7890625
forgotten.,forgotten,10,2.352,1.4406000001430512,-17.359375
The,The,3,0.311,0.26220000004768373,-0.14013671875
view,view,4,0.474,0.516,-7.8515625
is,is,2,0.27,0.19459999990463256,-0.013580322265625
full,full,4,0.571,0.1845,-1.9873046875
of,of,2,0.19,0.6367000000476837,-0.06427001953125
"green,",green,6,2.877,0.3540999999046326,-3.32421875
coming,coming,6,0.843,0.3322999999523163,-4.015625
from,from,4,1.13,0.2045,-0.0183868408203125
the,the,3,0.282,3.3325,-1.6396484375
immense,immense,7,3.973,0.2077000000476837,-6.63671875
number,number,6,0.71,0.19510000014305115,-1.875
of,of,2,0.198,2.022699999809265,-0.0009760856628417969
"trees,",trees,6,3.153,0.2032999999523163,-0.302001953125
while,while,5,0.632,0.2832000000476837,-4.0390625
in,in,2,0.615,0.2057000000476837,-3.056640625
some,some,4,0.419,0.18229999995231627,-0.312744140625
points,points,6,0.808,0.25409999990463256,-7.5078125
can,can,3,0.276,0.1717000000476837,-0.728515625
be,be,2,0.226,0.23630000019073485,-0.031707763671875
oversed,oversed,7,0.958,0.9727000000476838,-14.78125
a,a,1,0.166,6.472399999856949,-2.46875
point,point,5,7.049,0.5818000001907349,-5.70703125
of,of,2,0.607,0.2337000000476837,-0.0633544921875
"red,",red,4,2.246,0.5267999999523163,-8.9140625
that,that,4,0.406,0.15410000014305114,-2.25390625
is,is,2,0.173,0.18,-0.6181640625
a,a,1,0.116,1.1732999999523164,-6.53125
apple,apple,5,2.864,0.24670000004768372,-3.5390625
ready,ready,5,1.11,0.3217999999523163,-1.6689453125
to,to,2,0.241,0.19779999995231629,-0.0019512176513671875
be,be,2,0.296,7.0465,-0.0019512176513671875
picked,picked,6,1.925,0.4667999999523163,-0.484375
by,by,2,0.374,0.26309999990463256,-0.022216796875
the,the,3,0.282,0.22879999995231629,-0.040191650390625
people,people,6,2.11,6.229,-1.1748046875
in,in,2,0.298,0.22020000004768372,-0.61279296875
the,the,3,0.294,0.2747999999523163,-0.042999267578125
orchard.,orchard,8,1.26,2.501600000143051,-6.29296875
Scaffolding,Scaffolding,11,17.547,2.310300000190735,-12.6953125
frames,frames,6,0.894,0.6597999999523163,-4.25
the,the,3,0.555,0.7476000001430512,-0.084228515625
evolving,evolving,8,1.95,0.2305,-9.2109375
mural,mural,5,0.565,0.19510000014305115,-3.4453125
as,as,2,0.189,0.46989999985694886,-3.611328125
passerby,passerby,8,1.719,0.6491999998092651,-16.40625
pause,pause,5,0.597,0.292,-5.21875
to,to,2,0.293,0.17240000009536743,-0.055084228515625
admire,admire,6,0.795,0.26689999985694884,-0.9951171875
the,the,3,0.342,0.2257000000476837,-0.020294189453125
vibrant,vibrant,7,1.999,0.6372999999523162,-5.66015625
shapes,shapes,6,1.025,2.1332000000476836,-4.6953125
and,and,3,0.303,0.4132000000476837,-0.4794921875
figures,figures,7,0.977,0.3365,-3.40234375
taking,taking,6,0.972,0.22110000014305115,-2.669921875
form.,form,5,1.384,1.3907999999523162,-14.875
A,A,1,0,0.29429999995231626,-0.2432861328125
car,car,3,1.045,0.2832000000476837,-3.7421875
standing,standing,8,1.177,0.12579999995231628,-6.984375
in,in,2,0.134,0.17709999990463257,-0.01068115234375
the,the,3,0.264,0.15760000014305114,-0.0019512176513671875
middle,middle,6,0.736,0.1765,-0.328369140625
of,of,2,0.171,0.5195999999046326,-0.0019512176513671875
the,the,3,0.631,0.2077999999523163,-0.06976318359375
"garage,",garage,7,0.94,0.36329999995231627,-0.80810546875
with,with,4,0.534,0.48289999985694887,-6.625
table,table,5,0.676,5.166299999952316,-4.51171875
"around,",around,7,7.582,0.2387999999523163,-7.234375
placed,placed,6,0.726,7.855799999952317,-6.1953125
next,next,4,8.173,0.272,-0.438232421875
to,to,2,0.263,0.21520000004768372,-0.0019512176513671875
the,the,3,0.262,0.22129999995231628,-0.17431640625
wall.,wall,5,0.757,0.31839999985694883,-6.08203125
On,On,2,6.14,1.0980000002384185,-0.66015625
each,each,4,0.402,0.5202000000476837,-5.23046875
table,table,5,1.094,0.8709000000953674,-1.0751953125
is,is,2,0.179,1.4319000000953674,-3.6328125
a,a,1,1.374,1.5060999999046325,-0.0009760856628417969
lot,lot,3,1.636,0.14559999990463257,-4.83203125
of,of,2,0.152,0.3417000000476837,-0.0019512176513671875
"tools,",tools,6,1.66,0.22379999995231628,-0.5927734375
of,of,2,0.546,0.2875999999046326,-1.146484375
different,different,9,1.084,0.24790000009536745,-1.046875
"sizes,",sizes,6,3.467,0.7148000001907349,-2.359375
used,used,4,0.969,0.21790000009536742,-0.2763671875
to,to,2,0.201,0.24,-0.0009760856628417969
repair,repair,6,0.928,0.21069999980926513,-0.88232421875
the,the,3,1.287,0.4105,-1.4794921875
broken,broken,6,0.813,0.3485,-1.76953125
"car,",car,4,2.003,0.1855,-2.353515625
while,while,5,0.633,1.0467000000476838,-2.8984375
a,a,1,0.154,1.9337000000476836,-0.499267578125
man,man,3,2.068,0.234,-3.91796875
is,is,2,0.212,9.004300000190735,-2.28515625
under,under,5,9.404,0.2067999999523163,-7.234375
the,the,3,0.303,0.3535,-0.06793212890625
car.,car,4,0.76,3.1042000000476837,-9.21875
People,People,6,0.719,0.2679000000953674,-1.6123046875
standing,standing,8,1.139,0.6237999999523163,-7.16796875
on,on,2,0.604,0.5808999998569488,-0.235595703125
towels,towels,6,1.258,1.3630999999046325,-5.4609375
used,used,4,0.611,0.199,-4.4609375
for,for,3,0.258,0.6772000000476837,-0.4189453125
"yoga,",yoga,5,2.186,0.4105999999046326,-2.427734375
with,with,4,0.431,0.1427000000476837,-1.509765625
a,a,1,0.127,0.3572000000476837,-0.0212554931640625
distance,distance,8,0.88,0.8863999998569488,-0.34375
of,of,2,0.881,0.21670000004768372,-0.002925872802734375
at,at,2,0.798,0.1732000000476837,-0.0009760856628417969
least,least,5,1.09,0.22139999985694886,-0.0155029296875
2,2,1,0.14,0.2705,-3.31640625
meters,meters,6,0.658,0.606,-1.30078125
between,between,7,1.455,0.6044000000953674,-4.64453125
each,each,4,0.499,0.16809999990463256,-3.341796875
"another,",another,8,1.764,0.8272000000476837,-4.328125
while,while,5,0.958,0.8280999999046326,-4.3125
they,they,4,1.035,0.9614000000953674,-5.7890625
stretching.,stretching,11,12.887,6.112,-14.0390625
The,The,3,0.291,0.49129999995231627,-0.0411376953125
clink,clink,5,1.401,0.24379999995231627,-12.046875
of,of,2,0.2,0.26810000014305113,-0.0009760856628417969
"glasses,",glasses,8,1.258,0.6504000000953675,-9.2578125
"laughter,",laughter,9,3.029,0.6105999999046325,-3.6796875
and,and,3,0.306,0.36910000014305117,-0.00681304931640625
Spanish,Spanish,7,1.129,0.7007999999523162,-4.6875
guitar,guitar,6,1.91,0.234,-3.1875
music,music,5,0.633,0.1845,-1.162109375
fill,fill,4,0.511,0.19239999985694886,-1.828125
the,the,3,0.302,0.35490000009536743,0.0
"air,",air,4,0.699,0.21310000014305114,-0.159423828125
while,while,5,0.652,0.2382000000476837,-1.69140625
servers,servers,7,1.002,0.8169000000953675,-3.98828125
weave,weave,5,1.466,0.812,-3.98828125
through,through,7,1.514,0.2537999999523163,-3.71484375
crowded,crowded,7,0.967,1.413,-5.49609375
tables,tables,6,0.928,0.22020000004768372,-0.14599609375
with,with,4,1.347,0.31689999985694883,-0.8916015625
fresh,fresh,5,0.8,0.548,-3.837890625
sangria,sangria,7,1.71,0.21290000009536744,-14.640625
and,and,3,0.413,0.24989999985694886,-0.044891357421875
steaming,steaming,8,0.959,0.2595,-4.7109375
dishes.,dishes,7,0.973,1.6871000001430512,-21.15625
The,The,3,0.256,0.3442000000476837,-0.06793212890625
waves,waves,5,0.909,0.9842000000476837,-0.044891357421875
were,were,4,0.567,0.4425,-5.734375
hitting,hitting,7,0.986,0.2537999999523163,-3.2578125
the,the,3,0.365,0.3846000001430511,-0.027923583984375
"boat,",boat,5,2.633,0.3867999999523163,-5.57421875
while,while,5,0.711,0.23090000009536743,-3.984375
the,the,3,0.33,0.30210000014305116,-0.0019512176513671875
sun,sun,3,0.49,0.2347999999523163,-0.35205078125
is,is,2,0.219,0.244,-4.203125
shinning,shinning,8,1.861,0.35,-18.515625
brighter,brighter,8,1.509,0.3477000000476837,-1.2177734375
than,than,4,0.663,0.2565,-0.0009760856628417969
"ever,",ever,5,4.266,4.379600000143051,-0.481201171875
while,while,5,0.906,0.2337999999523163,-2.2890625
the,the,3,0.272,0.157,-0.00875091552734375
never,never,5,0.532,0.26959999990463257,-0.06793212890625
ending,ending,6,1.194,0.5032999999523163,-0.71337890625
sea,sea,3,0.837,0.19490000009536743,-3.6640625
around,around,6,0.696,0.27189999985694885,-2.94921875
the,the,3,0.306,0.5577999999523163,-0.045806884765625
sailboat,sailboat,8,1.533,0.6709000000953674,-6.046875
creates,creates,7,2.077,3.7995,-3.1484375
a,a,1,1.898,0.2664000000953674,-0.05694580078125
feeling,feeling,7,1.014,0.1845,-1.2587890625
of,of,2,0.198,1.1272999999523163,-0.0009760856628417969
loneliness,loneliness,10,3.911,1.7877999999523162,-2.7265625
and,and,3,2.862,8.175,-0.0183868408203125
insignificance,insignificance,14,11.636,0.5025999999046326,-15.1484375
compared,compared,8,1.189,0.457,-1.4658203125
to,to,2,0.232,0.21170000004768372,-0.1064453125
the,the,3,0.278,0.30659999990463255,-0.509765625
big,big,3,0.49,1.3665999999046325,-9.671875
nature.,nature,7,0.775,1.3420999999046326,-17.859375
A,A,1,0,0.2465,0.0
lot,lot,3,0.362,0.2332999999523163,-3.85546875
of,of,2,0.304,0.4476000001430511,-0.0009760856628417969
people,people,6,1.976,0.8465,-0.0797119140625
gather,gather,6,1.202,0.5572999999523163,-0.833984375
around,around,6,0.751,0.21109999990463257,-0.1485595703125
a,a,1,0.098,0.26180000019073485,-0.2379150390625
"table,",table,6,0.738,0.17090000009536743,-1.0498046875
while,while,5,0.622,0.21290000009536744,-3.578125
a,a,1,0.124,0.28419999980926514,-0.01934814453125
single,single,6,0.747,0.22409999990463256,-3.796875
man,man,3,0.325,0.21910000014305114,-2.107421875
is,is,2,0.189,0.8782999999523163,-0.1978759765625
standing,standing,8,1.507,0.2277000000476837,-3.60546875
on,on,2,0.6,0.6240999999046326,-2.751953125
it,it,2,0.229,1.2267000000476838,-0.17919921875
and,and,3,1.38,0.21579999995231627,-0.0467529296875
starts,starts,6,0.748,0.3142999999523163,-6.4921875
to,to,2,0.303,1.288800000190735,-0.0009760856628417969
read,read,4,1.543,1.9058999998569488,-6.42578125
"peotry,",peotry,7,8.591,0.18739999985694886,-16.09375
while,while,5,0.593,0.2065,-1.8515625
the,the,3,0.291,13.023799999952317,-0.007781982421875
smell,smell,5,13.998,0.2988999998569489,-0.57470703125
of,of,2,0.15,1.2967999999523163,-0.0019512176513671875
coffee,coffee,6,1.988,0.4185999999046326,-0.7353515625
fills,fills,5,0.673,1.1097000000476838,-0.054168701171875
the,the,3,0.428,3.6027000000476836,-0.00389862060546875
room.,room,5,8.227,1.6357999999523163,-6.46875
At,At,2,0.167,0.2505,-0.0019512176513671875
least,least,5,0.963,0.6662000000476838,-0.304931640625
5000,5000,4,1.855,0.2824000000953674,-5.671875
people,people,6,4.438,0.5142999999523162,-0.90771484375
gather,gather,6,1.318,0.5187000000476837,-0.61572265625
at,at,2,0.502,0.24420000004768372,-0.9560546875
the,the,3,0.311,0.18040000009536744,-0.03924560546875
main,main,4,0.44,0.3487000000476837,-1.91015625
stadiom,stadiom,7,1.605,0.5327000000476837,-10.546875
in,in,2,0.283,0.23840000009536744,-2.638671875
the,the,3,0.265,0.9449000000953675,-0.445068359375
school,school,6,1.73,0.6727000000476837,-5.53125
to,to,2,0.655,5.750200000047684,-6.12890625
their,their,5,6.061,0.236,-4.59375
representative,representative,14,19.179,2.2718999998569487,-9.0390625
team,team,4,2.513,0.7945999999046326,-0.677734375
playing,playing,7,1.488,0.2282000000476837,-1.92578125
against,against,7,1.401,0.8347999999523162,-0.09759521484375
the,the,3,1.235,6.4361000001430515,-1.4033203125
rival,rival,5,6.682,0.5572000000476837,-1.7841796875
high,high,4,0.606,0.22060000014305114,-0.689453125
school.,school,7,1.124,4.449200000047684,-2.68359375
Everyone,Everyone,8,5.665,0.5502000000476838,-0.1544189453125
is,is,2,0.546,13.9895,-0.171875
chanting,chanting,8,14.657,0.21540000009536744,-7.40625
their,their,5,0.494,0.5905,-0.291748046875
favorite,favorite,8,1.237,0.6564000000953675,-1.84765625
team,team,4,0.961,0.3235,-7.8671875
while,while,5,0.625,0.19579999995231628,-2.6484375
the,the,3,0.952,0.27220000004768374,-0.51904296875
players,players,7,1.183,1.4764000000953674,-2.5
are,are,3,1.703,0.48560000014305116,-0.0145416259765625
trying,trying,6,0.906,0.23140000009536743,-0.8916015625
to,to,2,0.206,1.1672999999523164,-0.0009760856628417969
give,give,4,1.859,0.19139999985694886,-6.1328125
the,the,3,0.3,0.5218999998569489,-0.9658203125
best,best,4,0.931,0.20160000014305116,-2.494140625
on,on,2,0.238,0.21210000014305114,-0.24560546875
the,the,3,0.255,0.16629999995231629,-0.020294189453125
pitch.,pitch,6,2.389,1.3792999999523163,-6.1484375
Vibrant,Vibrant,7,2.377,0.5462000000476838,-5.36328125
"blooms,",blooms,7,1.31,0.2615,-4.0625
filling,filling,7,0.989,0.242,-0.054168701171875
the,the,3,0.301,0.21780000019073487,-0.0009760856628417969
air,air,3,0.38,0.24920000004768372,-0.331787109375
with,with,4,0.448,0.19269999980926514,-0.0009760856628417969
sweet,sweet,5,1.29,1.6657000000476838,-2.1640625
fragrances.,fragrances,11,8.425,1.9100999999046326,-20.421875
The,The,3,0.255,0.18160000014305114,-0.62841796875
farmer,farmer,6,0.889,0.2542000000476837,-0.1256103515625
wlks,walks,4,0.543,0.31169999980926516,-12.984375
among,among,5,0.68,0.3975999999046326,-5.56640625
his,his,3,0.53,0.31489999985694883,-1.3466796875
crops,crops,5,0.697,0.2577999999523163,-3.38671875
watering,watering,8,1.023,0.21470000004768372,-8.4375
the,the,3,0.269,0.19220000004768373,-2.53125
plants,plants,6,0.63,0.9572000000476837,-7.27734375
and,and,3,0.286,0.20109999990463256,-2.06640625
pulling,pulling,7,1.929,0.4155,-3.888671875
up,up,2,0.331,0.5285,-3.361328125
harmful,harmful,7,1.102,0.25340000009536745,-12.3046875
weeds.a,weeds,7,6.963,2.491700000047684,-13.9296875
A,A,1,0,0.23489999985694884,-0.022216796875
very,very,4,0.449,0.6658999998569488,-4.11328125
warm,warm,4,0.866,0.2617999999523163,-2.203125
fire,fire,4,0.381,0.13239999985694886,-1.060546875
in,in,2,0.19,0.49209999990463255,-0.2208251953125
a,a,1,0.122,0.27220000004768374,-2.69140625
"fireplace,",fireplace,10,1.498,0.15380000019073486,-1.3193359375
while,while,5,0.552,0.15080000019073486,-2.564453125
outside,outside,7,1.436,0.2973000001907349,-1.07421875
it,it,2,0.261,0.39510000014305113,-0.007781982421875
is,is,2,0.306,0.30529999995231627,-0.346435546875
snowing,snowing,7,1.698,0.31259999990463255,-6.50390625
and,and,3,1.13,9.3205,-0.05047607421875
falling.,falling,8,1.092,1.8518000001907349,-15.15625
A,A,1,0,0.23559999990463257,-1.400390625
beautiful,beautiful,9,4.719,0.21989999985694886,-1.6484375
painting,painting,8,1.06,0.6987999999523162,-3.830078125
is,is,2,0.227,0.9998999998569489,-0.990234375
surrouynbdsurrounded,surrounded,20,5.917,0.33070000004768374,-7.390625
by,by,2,0.29,0.24770000004768372,-9.6015625
a,a,1,0.116,0.2616999998092651,-8.4453125
lot,lot,3,0.451,0.23310000014305116,-10.3125
of,of,2,0.237,0.2012000000476837,-8.125
people,people,6,0.855,0.4810999999046326,-12.6796875
who,who,3,0.376,0.44090000009536745,-11.640625
give,give,4,0.715,0.5845999999046325,-11.1328125
their,their,5,0.541,0.269,-6.7421875
opinion,opinion,7,1.705,1.022,-2.74609375
and,and,3,0.304,0.20989999985694885,-6.01953125
admire,admire,6,1.013,0.5463999998569489,-13.3984375
the,the,3,0.373,0.26180000019073485,-10.6484375
beauty,beauty,6,0.86,0.6193999998569488,-9.6328125
of,of,2,0.239,0.20459999990463257,-7.8359375
the,the,3,0.284,0.1945,-4.0234375
colors,colors,6,0.914,0.24370000004768372,-5.1640625
and,and,3,0.317,0.22639999985694886,-3.01171875
shapes,shapes,6,0.762,0.5182999999523162,-14.671875
presented.,presented,10,1.382,1.4414000000953675,-16.421875
Veterinarians,Veterinarians,13,3.652,0.24880000019073487,-7.80859375
and,and,3,0.351,0.5231999998092651,-0.007781982421875
technicians,technicians,11,2.52,0.2392999999523163,-2.779296875
move,move,4,0.545,0.37390000009536745,-5.1875
swiftly,swiftly,7,2.61,0.40860000014305115,-4.31640625
between,between,7,1.222,0.567,-3.015625
exam,exam,4,0.981,0.7954000000953674,-9.5078125
"rooms,",rooms,6,0.805,0.32070000004768373,-1.015625
checking,checking,8,1.149,1.3647999999523164,-8.8515625
wagging,wagging,7,1.034,0.24309999990463257,-16.3125
"tail,",tail,5,0.971,0.615,-2.7109375
soothing,soothing,8,0.938,0.4823000001907349,-4.546875
nervous,nervous,7,1.175,1.3332999999523163,-6.984375
pets,pets,4,0.843,0.35339999985694887,-8.171875
and,and,3,0.367,0.5934000000953674,-1.078125
administering,administering,13,3.489,0.3977999999523163,-4.34375
treatments.,treatments,11,2.749,1.333,-20.84375
A,A,1,0,0.7845999999046326,-0.10821533203125
pond,pond,4,0.791,0.2332999999523163,-0.43359375
surrounded,surrounded,10,1.389,0.3137999999523163,-0.12469482421875
by,by,2,0.308,0.5115,-0.0164642333984375
trees,trees,5,0.95,0.8695,-0.41650390625
left,left,4,1.132,0.30390000009536744,-5.18359375
without,without,7,1.104,0.328,-1.083984375
"leaves,",leaves,7,2.127,0.24670000004768372,-1.9560546875
while,while,5,2.141,0.5258999998569489,-4.3828125
the,the,3,0.36,0.6082000000476837,-0.3916015625
bright,bright,6,2.258,0.6190999999046326,-2.578125
sun,sun,3,0.786,0.22079999995231628,-1.0107421875
is,is,2,0.208,0.24739999985694885,-0.054168701171875
reflected,reflected,9,1.251,0.3052000000476837,-3.1484375
from,from,4,0.589,0.21570000004768372,-3.58203125
the,the,3,0.34,0.21090000009536744,-0.002925872802734375
ice,ice,3,0.506,0.22220000004768373,-3.9140625
that,that,4,0.415,0.2365,-0.06793212890625
covers,covers,6,0.78,0.27389999985694885,-1.666015625
the,the,3,0.357,1.0836999998092651,-0.1685791015625
huge,huge,4,2.154,0.597,-5.5078125
pond.,pond,5,6.197,1.2894000000953674,-15.5625
An,An,2,0.239,0.19069999980926514,-0.275634765625
artist,artist,6,1.36,0.22680000019073487,-0.09674072265625
stands,stands,6,0.851,0.30810000014305117,-0.317626953125
next,next,4,0.65,0.22359999990463256,-0.09759521484375
to,to,2,0.241,0.164,-0.007781982421875
a,a,1,0.122,0.384,-0.07794189453125
beautiful,beautiful,9,1.571,0.2372000000476837,-0.141845703125
"painting,",painting,9,2.6,0.1755,-0.1602783203125
full,full,4,0.523,0.2047999999523163,-0.6298828125
of,of,2,0.171,0.1997999999523163,-0.00875091552734375
colors,colors,6,0.72,0.3857999999523163,-0.055084228515625
like,like,4,0.702,0.3289000000953674,-2.58984375
"purple,",purple,7,2.419,0.515,-6.26171875
back,back,4,1.817,0.20510000014305116,-13.546875
and,and,3,0.354,0.2337999999523163,-3.4453125
"white,",white,6,0.91,0.1802999999523163,-14.8046875
while,while,5,0.924,0.3527000000476837,-2.052734375
people,people,6,1.159,0.23339999985694884,-0.6767578125
admire,admire,6,0.961,0.22340000009536742,-7.5546875
and,and,3,0.353,0.38709999990463256,-0.037384033203125
try,try,3,0.471,0.35929999995231626,-2.88671875
to,to,2,0.282,0.5625,-0.037384033203125
buy,buy,3,0.78,0.258,-4.42578125
the,the,3,0.346,0.2937000000476837,-0.29833984375
beautiful,beautiful,9,1.829,0.6602999999523163,-0.2144775390625
painting.,painting,9,2.425,4.635,-19.859375
Beautiful,Beautiful,9,1.078,1.2045999999046326,-3.67578125
"flowers,",flowers,8,1.866,0.2725999999046326,-7.98046875
leafy,leafy,5,0.721,0.8345,-7.38671875
greens,greens,6,1.801,0.6165999999046325,-5.9140625
and,and,3,0.334,0.3465999999046326,-0.065185546875
climbing,climbing,8,1.16,1.049899999856949,-3.6015625
vines,vines,5,0.636,0.9186000001430511,-1.1689453125
thrive,thrive,6,1.134,0.3470999999046326,-4.70703125
in,in,2,0.249,0.21989999985694886,-0.42724609375
raised,raised,6,0.775,0.301,-7.21875
"beds,",beds,5,3.495,0.2027999999523163,-3.541015625
while,while,5,0.648,0.4352000000476837,-1.9501953125
benches,benches,7,1.067,0.34,-6.8203125
offer,offer,5,0.625,0.5247000000476837,-1.4638671875
a,a,1,0.135,1.8840999999046326,-0.0145416259765625
peaceful,peaceful,8,2.81,0.23540000009536743,-2.2890625
retreat.,retreat,8,1.035,6.6695,-16.21875
The,The,3,0.355,0.2631000001430511,-0.020294189453125
horses,horses,6,1.116,0.6108999998569489,-3.40625
walk,walk,4,1.241,0.6201000001430511,-1.625
"slowly,",slowly,7,2.301,0.2732999999523163,-2.796875
leaving,leaving,7,0.876,0.6143000001907348,-7.81640625
the,the,3,0.388,0.3971999998092651,-0.87744140625
opportunity,opportunity,11,3.777,0.3321999998092651,-11.6640625
to,to,2,0.225,0.18739999985694886,0.0
admire,admire,6,4.27,0.8751000001430511,-4.6484375
the,the,3,0.277,0.27070000004768374,-0.045806884765625
dusty,dusty,5,0.687,0.6127999999523163,-6.5859375
buildings,buildings,9,1.82,0.24109999990463257,-3.53125
and,and,3,0.311,0.22910000014305115,-0.205810546875
rooting,rooting,7,0.94,0.5097000000476837,-15.8828125
wood.,wood,5,0.655,0.771,-13.6953125
The,The,3,0.541,0.20809999990463257,-0.0212554931640625
scene,scene,5,0.676,0.9157000000476837,-6.1796875
is,is,2,0.229,0.19429999995231628,-0.0298309326171875
full,full,4,0.532,0.26539999985694884,-0.32763671875
of,of,2,0.217,0.21720000004768372,-0.0009760856628417969
colors,colors,6,1.134,0.4982000000476837,-0.049530029296875
such,such,4,0.701,0.19589999985694886,-0.0058441162109375
as,as,2,0.285,0.38420000004768373,0.0
yellow,yellow,6,0.915,0.22109999990463255,-2.2109375
and,and,3,0.26,0.21669999980926513,-0.0126190185546875
brown.,brown,6,2.016,5.496,-10.8984375
Many,Many,4,0.635,0.675,-4.98046875
people,people,6,1.028,0.29959999990463254,-0.2666015625
on,on,2,0.246,0.26439999985694884,-0.1307373046875
the,the,3,0.334,0.46269999980926513,-0.038330078125
platform,platform,8,1.199,0.42840000009536744,-1.853515625
pile,pile,4,0.769,0.19229999995231628,-4.359375
up,up,2,0.361,0.36510000014305116,-0.1434326171875
as,as,2,0.356,0.7713000001907349,-1.3232421875
the,the,3,0.749,0.19379999995231628,-0.00681304931640625
subway,subway,6,1.574,0.9291000001430512,-4.5703125
arrives,arrives,7,0.942,0.21960000014305114,-1.2412109375
at,at,2,0.228,0.22359999990463256,-0.0706787109375
the,the,3,0.319,0.212,-0.10113525390625
"station,",station,8,1.202,0.22020000004768372,-0.0633544921875
while,while,5,0.616,0.9895,-4.14453125
the,the,3,1.057,0.22629999995231628,-0.061553955078125
background,background,10,1.227,0.21889999985694886,-4.2265625
noise,noise,5,0.854,1.1414000000953675,-0.10552978515625
from,from,4,0.518,0.1715,-1.259765625
the,the,3,0.729,0.2672999999523163,-0.004871368408203125
crowd,crowd,5,0.71,1.4522000000476838,-3.41796875
covers,covers,6,0.844,0.23190000009536743,-4.86328125
the,the,3,0.308,0.21930000019073487,-0.00681304931640625
entire,entire,6,0.871,0.491,-1.064453125
atmosphere.,atmosphere,11,2.132,1.5453999998569488,-15.8828125
A,A,1,0,0.30379999995231627,-0.0860595703125
beautiful,beautiful,9,1.281,0.30479999995231627,-4.30859375
car,car,3,0.373,0.22209999990463256,-0.5341796875
sits,sits,4,0.638,0.18620000004768372,-1.091796875
in,in,2,0.186,0.185,-0.004871368408203125
the,the,3,0.296,0.1445,0.0
middle,middle,6,0.639,0.2541999998092651,-0.75732421875
of,of,2,0.226,0.226,0.0
the,the,3,0.319,0.26870000004768374,-0.359619140625
room,room,4,0.615,0.16710000014305115,-3.32421875
while,while,5,0.541,0.20890000009536744,-1.958984375
a,a,1,0.097,0.2082999999523163,-0.178466796875
crowd,crowd,5,0.61,1.4231000001430512,-1.4248046875
of,of,2,0.407,0.184,0.0
people,people,6,0.681,0.2165,-0.322021484375
admires,admires,7,1.078,1.0172000000476837,-2.173828125
the,the,3,0.313,0.8027999999523163,-0.002925872802734375
beautiful,beautiful,9,1.836,0.4175,-4.1328125
shades,shades,6,0.695,0.3042000000476837,-4.28125
of,of,2,0.241,0.22089999985694886,0.0
red,red,3,0.413,0.30840000009536744,-5.2890625
and,and,3,0.423,0.8617000000476838,-1.0625
details,details,7,2.425,0.21679999995231627,-13.484375
that,that,4,2.416,1.2132999999523162,-0.1585693359375
the,the,3,0.523,0.19270000004768373,-0.322021484375
car,car,3,0.34,1.1405999999046326,-2.40234375
presents.,presents,9,1.139,2.2240999999046327,-18.734375
The,The,3,3.751,0.9254000000953675,-0.007781982421875
market,market,6,0.536,0.4882000000476837,-2.7890625
overflows,overflows,9,1.461,0.5229000000953674,-14.921875
with,with,4,0.422,0.2910999999046326,-0.00389862060546875
energy,energy,6,0.875,1.6369000000953675,-8.8984375
as,as,2,1.001,0.3007000000476837,-1.484375
vendors,vendors,7,0.924,1.3439000000953674,-0.30712890625
call,call,4,0.64,0.3912999999523163,-5.98046875
out,out,3,0.389,0.2780999999046326,-2.38671875
daily,daily,5,0.849,0.6457999999523163,-8.1015625
specials,specials,8,1.048,0.2325,-7.5
and,and,3,0.311,0.2102999999523163,-1.27734375
customers,customers,9,1.541,1.2772000000476837,-4.89453125
weave,weave,5,1.118,0.6288999998569489,-4.2421875
through,through,7,2.002,0.296,-0.485595703125
rows,rows,4,0.536,0.26289999985694884,-3.689453125
